communication_id,client_id,contact_date,contact_type,contact_reason,contacted_by
COM01076,C0058,2023-10-10,Phone Call,Account review,Mohammed Ali
COM04478,C0231,2023-10-10,WhatsApp,Feedback discussion,Sara Hassan
COM09359,C0498,2023-10-10,Phone Call,Schedule confirmation,Noura Salem
COM04954,C0256,2023-10-10,Video Call,Quotation request,Fatima Ahmed
COM09311,C0497,2023-10-10,Meeting,Renewal discussion,Ahmed Abdullah
COM02492,C0134,2023-10-11,WhatsApp,New course announcement,Noura Salem
COM03358,C0176,2023-10-11,Video Call,Complaint resolution,Sara Hassan
COM00422,C0019,2023-10-12,Phone Call,General inquiry,Ahmed Abdullah
COM09366,C0498,2023-10-12,Video Call,Account review,Noura Salem
COM04837,C0252,2023-10-13,Video Call,Invoice query,Fatima Ahmed
COM04286,C0223,2023-10-13,Video Call,Feedback discussion,Sara Hassan
COM05496,C0288,2023-10-13,Phone Call,Account review,Noura Salem
COM06304,C0334,2023-10-13,WhatsApp,Follow-up on booking,Mohammed Ali
COM02384,C0130,2023-10-13,Phone Call,General inquiry,Mohammed Ali
COM05284,C0278,2023-10-13,Meeting,Schedule confirmation,Fatima Ahmed
COM03289,C0174,2023-10-13,Video Call,Follow-up on booking,Ahmed Abdullah
COM03163,C0169,2023-10-13,WhatsApp,Account review,Ahmed Abdullah
COM04376,C0225,2023-10-14,Phone Call,Quotation request,Sara Hassan
COM03320,C0176,2023-10-14,Email,Schedule confirmation,Sara Hassan
COM02270,C0125,2023-10-14,Meeting,Training needs assessment,Sara Hassan
COM06122,C0324,2023-10-15,Email,Thank you message,Noura Salem
COM03829,C0201,2023-10-15,Video Call,Schedule confirmation,Ahmed Abdullah
COM02149,C0118,2023-10-15,Video Call,Quotation request,Noura Salem
COM07731,C0410,2023-10-15,Phone Call,Follow-up on booking,Mohammed Ali
COM04295,C0223,2023-10-15,Email,Thank you message,Sara Hassan
COM06495,C0344,2023-10-16,Phone Call,Account review,Noura Salem
COM03923,C0205,2023-10-16,Video Call,General inquiry,Mohammed Ali
COM03357,C0176,2023-10-16,Email,Complaint resolution,Sara Hassan
COM04808,C0251,2023-10-16,WhatsApp,Schedule confirmation,Sara Hassan
COM04428,C0227,2023-10-16,WhatsApp,Schedule confirmation,Mohammed Ali
COM05754,C0301,2023-10-16,WhatsApp,Satisfaction survey,Mohammed Ali
COM06378,C0337,2023-10-16,WhatsApp,Schedule confirmation,Fatima Ahmed
COM03019,C0163,2023-10-16,Video Call,Schedule confirmation,Ahmed Abdullah
COM05844,C0306,2023-10-16,Video Call,Feedback discussion,Fatima Ahmed
COM04824,C0252,2023-10-17,Email,Quotation request,Fatima Ahmed
COM09243,C0493,2023-10-17,Email,Schedule confirmation,Sara Hassan
COM08575,C0459,2023-10-18,Meeting,Thank you message,Ahmed Abdullah
COM03151,C0169,2023-10-18,Meeting,Invoice query,Ahmed Abdullah
COM03267,C0174,2023-10-19,Email,Invoice query,Ahmed Abdullah
COM03704,C0194,2023-10-19,Video Call,Renewal discussion,Mohammed Ali
COM08892,C0475,2023-10-19,Phone Call,Complaint resolution,Noura Salem
COM02827,C0153,2023-10-19,Meeting,General inquiry,Noura Salem
COM04451,C0228,2023-10-20,WhatsApp,Training needs assessment,Fatima Ahmed
COM05220,C0275,2023-10-20,Email,New course announcement,Sara Hassan
COM08141,C0430,2023-10-20,Phone Call,Follow-up on booking,Mohammed Ali
COM07043,C0371,2023-10-20,Phone Call,Renewal discussion,Fatima Ahmed
COM09375,C0498,2023-10-20,WhatsApp,New course announcement,Noura Salem
COM07881,C0416,2023-10-20,Video Call,General inquiry,Sara Hassan
COM00743,C0035,2023-10-21,Meeting,Schedule confirmation,Mohammed Ali
COM04185,C0220,2023-10-21,Email,Follow-up on booking,Fatima Ahmed
COM09004,C0482,2023-10-21,Video Call,Thank you message,Noura Salem
COM04134,C0217,2023-10-21,Email,Quotation request,Noura Salem
COM04447,C0228,2023-10-21,Email,Schedule confirmation,Fatima Ahmed
COM08239,C0438,2023-10-22,Email,Quotation request,Ahmed Abdullah
COM08729,C0465,2023-10-22,Phone Call,Thank you message,Mohammed Ali
COM06047,C0320,2023-10-22,Phone Call,Follow-up on booking,Noura Salem
COM04796,C0251,2023-10-22,WhatsApp,New course announcement,Sara Hassan
COM08780,C0469,2023-10-22,Phone Call,New course announcement,Noura Salem
COM02337,C0129,2023-10-23,Phone Call,Schedule confirmation,Sara Hassan
COM09135,C0487,2023-10-23,Video Call,Renewal discussion,Sara Hassan
COM04965,C0257,2023-10-23,Phone Call,Complaint resolution,Ahmed Abdullah
COM01417,C0075,2023-10-23,Phone Call,Follow-up on booking,Fatima Ahmed
COM00631,C0028,2023-10-23,Email,Quotation request,Fatima Ahmed
COM07621,C0403,2023-10-23,Video Call,Schedule confirmation,Noura Salem
COM00465,C0021,2023-10-24,Email,Account review,Mohammed Ali
COM02334,C0129,2023-10-24,Video Call,Renewal discussion,Sara Hassan
COM08085,C0429,2023-10-24,Phone Call,Thank you message,Noura Salem
COM07574,C0400,2023-10-24,Email,Schedule confirmation,Mohammed Ali
COM03978,C0209,2023-10-24,Video Call,Complaint resolution,Fatima Ahmed
COM09039,C0483,2023-10-24,Phone Call,Satisfaction survey,Mohammed Ali
COM04610,C0237,2023-10-25,Email,Quotation request,Sara Hassan
COM05526,C0289,2023-10-25,Meeting,Follow-up on booking,Ahmed Abdullah
COM08715,C0465,2023-10-25,Video Call,Schedule confirmation,Mohammed Ali
COM07649,C0405,2023-10-26,Email,Satisfaction survey,Noura Salem
COM03314,C0176,2023-10-26,Meeting,Feedback discussion,Sara Hassan
COM09361,C0498,2023-10-26,Meeting,New course announcement,Noura Salem
COM01380,C0073,2023-10-26,WhatsApp,Schedule confirmation,Mohammed Ali
COM09356,C0498,2023-10-26,Email,General inquiry,Noura Salem
COM07384,C0388,2023-10-26,WhatsApp,Schedule confirmation,Sara Hassan
COM01847,C0100,2023-10-26,Phone Call,General inquiry,Ahmed Abdullah
COM07092,C0375,2023-10-27,Meeting,Complaint resolution,Fatima Ahmed
COM00225,C0010,2023-10-28,Video Call,Schedule confirmation,Mohammed Ali
COM04795,C0251,2023-10-28,Meeting,Thank you message,Sara Hassan
COM02182,C0119,2023-10-28,Phone Call,Satisfaction survey,Noura Salem
COM06090,C0321,2023-10-28,Email,Thank you message,Ahmed Abdullah
COM04057,C0214,2023-10-28,Video Call,Quotation request,Noura Salem
COM07110,C0375,2023-10-28,Meeting,Thank you message,Fatima Ahmed
COM07085,C0374,2023-10-28,Email,Quotation request,Mohammed Ali
COM05453,C0286,2023-10-29,Meeting,Feedback discussion,Fatima Ahmed
COM04402,C0225,2023-10-29,Phone Call,General inquiry,Sara Hassan
COM07312,C0385,2023-10-29,Video Call,New course announcement,Mohammed Ali
COM00925,C0048,2023-10-29,WhatsApp,Quotation request,Mohammed Ali
COM00403,C0018,2023-10-29,Phone Call,Thank you message,Sara Hassan
COM00488,C0022,2023-10-29,Video Call,Training needs assessment,Fatima Ahmed
COM01450,C0078,2023-10-29,WhatsApp,Feedback discussion,Fatima Ahmed
COM01373,C0072,2023-10-30,Phone Call,New course announcement,Noura Salem
COM06624,C0350,2023-10-31,Video Call,Follow-up on booking,Sara Hassan
COM00997,C0055,2023-10-31,Phone Call,Satisfaction survey,Mohammed Ali
COM09050,C0483,2023-10-31,Meeting,Satisfaction survey,Mohammed Ali
COM00355,C0017,2023-10-31,WhatsApp,Satisfaction survey,Fatima Ahmed
COM09127,C0487,2023-10-31,Meeting,Invoice query,Sara Hassan
COM05677,C0296,2023-10-31,Phone Call,Training needs assessment,Noura Salem
COM03625,C0191,2023-10-31,Meeting,Follow-up on booking,Mohammed Ali
COM00401,C0018,2023-10-31,Video Call,Account review,Sara Hassan
COM04139,C0217,2023-11-01,WhatsApp,General inquiry,Noura Salem
COM08332,C0443,2023-11-01,Phone Call,Thank you message,Sara Hassan
COM04213,C0222,2023-11-01,Phone Call,New course announcement,Mohammed Ali
COM07398,C0388,2023-11-02,Phone Call,Schedule confirmation,Sara Hassan
COM04919,C0254,2023-11-02,Video Call,General inquiry,Fatima Ahmed
COM09330,C0498,2023-11-02,Meeting,General inquiry,Noura Salem
COM07737,C0410,2023-11-03,Email,Follow-up on booking,Mohammed Ali
COM06310,C0334,2023-11-03,Phone Call,New course announcement,Mohammed Ali
COM06843,C0361,2023-11-03,WhatsApp,Schedule confirmation,Fatima Ahmed
COM03094,C0166,2023-11-03,Email,Satisfaction survey,Ahmed Abdullah
COM02377,C0130,2023-11-03,WhatsApp,New course announcement,Mohammed Ali
COM09017,C0483,2023-11-03,Meeting,Invoice query,Mohammed Ali
COM04472,C0231,2023-11-04,Meeting,Training needs assessment,Sara Hassan
COM06548,C0345,2023-11-04,Email,Satisfaction survey,Noura Salem
COM08798,C0469,2023-11-04,Email,Quotation request,Noura Salem
COM01463,C0078,2023-11-05,Phone Call,Schedule confirmation,Fatima Ahmed
COM08795,C0469,2023-11-05,Video Call,Follow-up on booking,Noura Salem
COM04284,C0223,2023-11-05,Email,General inquiry,Sara Hassan
COM03519,C0186,2023-11-05,Meeting,Schedule confirmation,Noura Salem
COM04924,C0255,2023-11-05,Meeting,Satisfaction survey,Ahmed Abdullah
COM06930,C0366,2023-11-05,Phone Call,Schedule confirmation,Noura Salem
COM00624,C0028,2023-11-05,Meeting,Training needs assessment,Fatima Ahmed
COM06440,C0341,2023-11-06,Video Call,General inquiry,Noura Salem
COM08103,C0429,2023-11-06,Email,Satisfaction survey,Noura Salem
COM03955,C0207,2023-11-06,Meeting,New course announcement,Noura Salem
COM04466,C0231,2023-11-06,Video Call,Schedule confirmation,Sara Hassan
COM09089,C0487,2023-11-06,Video Call,Thank you message,Sara Hassan
COM01822,C0098,2023-11-07,WhatsApp,Account review,Noura Salem
COM03680,C0193,2023-11-07,Video Call,Thank you message,Fatima Ahmed
COM09345,C0498,2023-11-07,Phone Call,Thank you message,Noura Salem
COM05018,C0263,2023-11-07,Phone Call,Satisfaction survey,Sara Hassan
COM03026,C0163,2023-11-07,Phone Call,Account review,Ahmed Abdullah
COM06804,C0361,2023-11-07,Meeting,Quotation request,Fatima Ahmed
COM06723,C0356,2023-11-08,Video Call,Follow-up on booking,Ahmed Abdullah
COM07773,C0410,2023-11-08,Video Call,Invoice query,Mohammed Ali
COM00006,C0001,2023-11-08,WhatsApp,Invoice query,Noura Salem
COM09316,C0497,2023-11-08,WhatsApp,Training needs assessment,Ahmed Abdullah
COM06894,C0363,2023-11-09,Meeting,Renewal discussion,Noura Salem
COM06139,C0324,2023-11-09,Phone Call,Quotation request,Noura Salem
COM00074,C0004,2023-11-09,Meeting,Follow-up on booking,Ahmed Abdullah
COM02168,C0118,2023-11-09,Phone Call,Invoice query,Noura Salem
COM08409,C0448,2023-11-09,Meeting,Quotation request,Noura Salem
COM00026,C0001,2023-11-10,WhatsApp,General inquiry,Noura Salem
COM00266,C0012,2023-11-10,Phone Call,Renewal discussion,Fatima Ahmed
COM04996,C0259,2023-11-10,Phone Call,Renewal discussion,Sara Hassan
COM00264,C0012,2023-11-10,Phone Call,Satisfaction survey,Fatima Ahmed
COM08289,C0440,2023-11-11,Phone Call,Satisfaction survey,Mohammed Ali
COM05353,C0282,2023-11-11,WhatsApp,Training needs assessment,Sara Hassan
COM09099,C0487,2023-11-11,Meeting,General inquiry,Sara Hassan
COM08140,C0430,2023-11-11,Email,Thank you message,Mohammed Ali
COM00938,C0049,2023-11-11,Meeting,Satisfaction survey,Sara Hassan
COM05414,C0285,2023-11-12,Phone Call,General inquiry,Mohammed Ali
COM01602,C0084,2023-11-12,Email,Follow-up on booking,Sara Hassan
COM06611,C0349,2023-11-12,Video Call,Training needs assessment,Fatima Ahmed
COM05763,C0301,2023-11-12,Email,Training needs assessment,Mohammed Ali
COM01970,C0105,2023-11-12,Video Call,Thank you message,Ahmed Abdullah
COM01963,C0104,2023-11-13,Email,Account review,Noura Salem
COM03193,C0171,2023-11-13,Email,Follow-up on booking,Sara Hassan
COM03200,C0171,2023-11-13,WhatsApp,Satisfaction survey,Sara Hassan
COM07539,C0399,2023-11-13,WhatsApp,General inquiry,Ahmed Abdullah
COM08308,C0442,2023-11-13,Email,Schedule confirmation,Noura Salem
COM04366,C0225,2023-11-13,Video Call,Renewal discussion,Sara Hassan
COM07377,C0388,2023-11-14,Phone Call,Course recommendation,Sara Hassan
COM00318,C0014,2023-11-14,Video Call,Thank you message,Sara Hassan
COM01586,C0084,2023-11-14,Email,Follow-up on booking,Sara Hassan
COM00626,C0028,2023-11-14,WhatsApp,Quotation request,Fatima Ahmed
COM08320,C0443,2023-11-14,Email,Invoice query,Sara Hassan
COM09101,C0487,2023-11-15,WhatsApp,Course recommendation,Sara Hassan
COM04163,C0219,2023-11-15,WhatsApp,Thank you message,Ahmed Abdullah
COM07476,C0393,2023-11-15,Email,Renewal discussion,Sara Hassan
COM06171,C0327,2023-11-15,Phone Call,Training needs assessment,Noura Salem
COM08721,C0465,2023-11-15,Email,Complaint resolution,Mohammed Ali
COM09219,C0493,2023-11-15,Meeting,Quotation request,Sara Hassan
COM07897,C0417,2023-11-15,WhatsApp,Renewal discussion,Noura Salem
COM06697,C0354,2023-11-15,WhatsApp,Complaint resolution,Sara Hassan
COM00628,C0028,2023-11-16,WhatsApp,Quotation request,Fatima Ahmed
COM06789,C0359,2023-11-16,Email,Follow-up on booking,Ahmed Abdullah
COM05959,C0312,2023-11-16,Video Call,General inquiry,Noura Salem
COM07563,C0400,2023-11-17,Email,Satisfaction survey,Mohammed Ali
COM00072,C0004,2023-11-17,WhatsApp,Invoice query,Ahmed Abdullah
COM01464,C0078,2023-11-17,Meeting,Complaint resolution,Fatima Ahmed
COM09261,C0493,2023-11-17,Meeting,Quotation request,Sara Hassan
COM07175,C0378,2023-11-17,WhatsApp,Satisfaction survey,Sara Hassan
COM08576,C0459,2023-11-17,WhatsApp,Follow-up on booking,Ahmed Abdullah
COM09031,C0483,2023-11-18,WhatsApp,Account review,Mohammed Ali
COM02549,C0136,2023-11-18,Meeting,Invoice query,Noura Salem
COM04915,C0254,2023-11-18,Meeting,New course announcement,Fatima Ahmed
COM02832,C0153,2023-11-18,Video Call,Feedback discussion,Noura Salem
COM07018,C0370,2023-11-19,Phone Call,New course announcement,Fatima Ahmed
COM07449,C0392,2023-11-19,Email,Complaint resolution,Mohammed Ali
COM09045,C0483,2023-11-19,Video Call,Course recommendation,Mohammed Ali
COM07738,C0410,2023-11-19,Phone Call,Quotation request,Mohammed Ali
COM01272,C0065,2023-11-19,Email,Satisfaction survey,Ahmed Abdullah
COM07992,C0423,2023-11-20,Phone Call,Satisfaction survey,Noura Salem
COM02313,C0129,2023-11-20,Email,Quotation request,Sara Hassan
COM00457,C0021,2023-11-20,Meeting,Complaint resolution,Mohammed Ali
COM08924,C0477,2023-11-20,Video Call,Account review,Ahmed Abdullah
COM04868,C0252,2023-11-20,WhatsApp,New course announcement,Fatima Ahmed
COM03052,C0165,2023-11-20,Phone Call,Satisfaction survey,Sara Hassan
COM02511,C0134,2023-11-21,Phone Call,Complaint resolution,Noura Salem
COM07385,C0388,2023-11-21,WhatsApp,Complaint resolution,Sara Hassan
COM09309,C0497,2023-11-21,Meeting,Satisfaction survey,Ahmed Abdullah
COM01315,C0068,2023-11-22,Meeting,New course announcement,Fatima Ahmed
COM03020,C0163,2023-11-22,Phone Call,New course announcement,Ahmed Abdullah
COM06018,C0318,2023-11-22,WhatsApp,Training needs assessment,Noura Salem
COM02171,C0118,2023-11-22,WhatsApp,Follow-up on booking,Noura Salem
COM07115,C0375,2023-11-22,WhatsApp,Renewal discussion,Fatima Ahmed
COM02023,C0109,2023-11-22,Phone Call,Schedule confirmation,Fatima Ahmed
COM07403,C0388,2023-11-23,Phone Call,Invoice query,Sara Hassan
COM01357,C0072,2023-11-23,Meeting,Training needs assessment,Noura Salem
COM09235,C0493,2023-11-23,Email,Training needs assessment,Sara Hassan
COM01562,C0083,2023-11-23,Email,Course recommendation,Mohammed Ali
COM06922,C0365,2023-11-23,Phone Call,Thank you message,Mohammed Ali
COM07880,C0416,2023-11-23,Video Call,Thank you message,Sara Hassan
COM02817,C0153,2023-11-24,Email,Invoice query,Noura Salem
COM09406,C0500,2023-11-24,Phone Call,Course recommendation,Fatima Ahmed
COM03120,C0168,2023-11-24,Email,Complaint resolution,Fatima Ahmed
COM05027,C0263,2023-11-25,Meeting,Complaint resolution,Sara Hassan
COM00667,C0031,2023-11-25,WhatsApp,Quotation request,Noura Salem
COM02263,C0125,2023-11-25,Meeting,Course recommendation,Sara Hassan
COM02452,C0132,2023-11-25,Video Call,Course recommendation,Sara Hassan
COM08877,C0473,2023-11-26,Phone Call,Account review,Ahmed Abdullah
COM03735,C0196,2023-11-27,Meeting,Account review,Mohammed Ali
COM01209,C0063,2023-11-27,Meeting,Complaint resolution,Fatima Ahmed
COM00680,C0031,2023-11-27,Meeting,Course recommendation,Noura Salem
COM04633,C0238,2023-11-27,Email,Course recommendation,Sara Hassan
COM06788,C0359,2023-11-27,WhatsApp,General inquiry,Ahmed Abdullah
COM09403,C0500,2023-11-27,Meeting,Training needs assessment,Fatima Ahmed
COM08969,C0481,2023-11-27,Meeting,Complaint resolution,Sara Hassan
COM08114,C0430,2023-11-27,Video Call,Renewal discussion,Mohammed Ali
COM05695,C0298,2023-11-28,Video Call,Training needs assessment,Fatima Ahmed
COM03902,C0205,2023-11-28,Meeting,Account review,Mohammed Ali
COM01782,C0095,2023-11-28,Meeting,New course announcement,Ahmed Abdullah
COM09141,C0487,2023-11-28,Video Call,Feedback discussion,Sara Hassan
COM00633,C0028,2023-11-28,Email,Course recommendation,Fatima Ahmed
COM00452,C0021,2023-11-29,Email,Satisfaction survey,Mohammed Ali
COM06929,C0366,2023-11-29,WhatsApp,Account review,Noura Salem
COM00130,C0006,2023-11-29,Phone Call,Training needs assessment,Mohammed Ali
COM00039,C0001,2023-11-29,WhatsApp,New course announcement,Noura Salem
COM05505,C0288,2023-11-29,Email,General inquiry,Noura Salem
COM07654,C0405,2023-11-29,Meeting,Feedback discussion,Noura Salem
COM00233,C0010,2023-11-29,Meeting,Account review,Mohammed Ali
COM02206,C0121,2023-11-29,WhatsApp,Satisfaction survey,Noura Salem
COM08597,C0459,2023-11-29,Video Call,Complaint resolution,Ahmed Abdullah
COM08496,C0453,2023-11-29,Email,Schedule confirmation,Ahmed Abdullah
COM01164,C0061,2023-11-30,Video Call,Invoice query,Mohammed Ali
COM09252,C0493,2023-11-30,Video Call,General inquiry,Sara Hassan
COM00485,C0021,2023-11-30,WhatsApp,Feedback discussion,Mohammed Ali
COM08908,C0475,2023-11-30,Meeting,Follow-up on booking,Noura Salem
COM09205,C0491,2023-11-30,Phone Call,Feedback discussion,Fatima Ahmed
COM00738,C0035,2023-12-01,Phone Call,Training needs assessment,Mohammed Ali
COM02409,C0132,2023-12-01,Email,Renewal discussion,Sara Hassan
COM04545,C0235,2023-12-01,Video Call,Follow-up on booking,Sara Hassan
COM07381,C0388,2023-12-01,Video Call,Schedule confirmation,Sara Hassan
COM05242,C0276,2023-12-01,Email,Course recommendation,Fatima Ahmed
COM02221,C0122,2023-12-01,Email,General inquiry,Noura Salem
COM02218,C0122,2023-12-02,Video Call,Invoice query,Noura Salem
COM08735,C0465,2023-12-02,Email,Quotation request,Mohammed Ali
COM04473,C0231,2023-12-02,Video Call,General inquiry,Sara Hassan
COM07550,C0399,2023-12-02,Phone Call,Schedule confirmation,Ahmed Abdullah
COM04168,C0219,2023-12-03,Email,Quotation request,Ahmed Abdullah
COM01316,C0068,2023-12-03,Email,Course recommendation,Fatima Ahmed
COM02323,C0129,2023-12-03,Email,Satisfaction survey,Sara Hassan
COM08532,C0457,2023-12-03,WhatsApp,Training needs assessment,Fatima Ahmed
COM05206,C0274,2023-12-03,Phone Call,Feedback discussion,Ahmed Abdullah
COM07334,C0387,2023-12-03,Meeting,Satisfaction survey,Mohammed Ali
COM00079,C0004,2023-12-03,Meeting,Renewal discussion,Ahmed Abdullah
COM08058,C0426,2023-12-03,WhatsApp,Training needs assessment,Fatima Ahmed
COM08903,C0475,2023-12-04,Email,Invoice query,Noura Salem
COM09400,C0500,2023-12-04,Email,Renewal discussion,Fatima Ahmed
COM08930,C0477,2023-12-04,Meeting,Account review,Ahmed Abdullah
COM09314,C0497,2023-12-05,Email,Satisfaction survey,Ahmed Abdullah
COM07035,C0371,2023-12-05,Email,Satisfaction survey,Fatima Ahmed
COM03122,C0168,2023-12-05,Email,Account review,Fatima Ahmed
COM08801,C0469,2023-12-06,Phone Call,New course announcement,Noura Salem
COM02208,C0121,2023-12-06,WhatsApp,Schedule confirmation,Noura Salem
COM07383,C0388,2023-12-06,Video Call,Follow-up on booking,Sara Hassan
COM05524,C0289,2023-12-07,Email,Quotation request,Ahmed Abdullah
COM04804,C0251,2023-12-07,Meeting,Training needs assessment,Sara Hassan
COM04835,C0252,2023-12-07,Phone Call,Follow-up on booking,Fatima Ahmed
COM02275,C0125,2023-12-07,Video Call,Quotation request,Sara Hassan
COM08959,C0478,2023-12-07,WhatsApp,Satisfaction survey,Mohammed Ali
COM04296,C0223,2023-12-07,Video Call,Satisfaction survey,Sara Hassan
COM08874,C0473,2023-12-07,WhatsApp,Invoice query,Ahmed Abdullah
COM02433,C0132,2023-12-08,Meeting,Course recommendation,Sara Hassan
COM09349,C0498,2023-12-08,Video Call,Quotation request,Noura Salem
COM02173,C0118,2023-12-08,Meeting,Training needs assessment,Noura Salem
COM00490,C0022,2023-12-08,Meeting,Training needs assessment,Fatima Ahmed
COM04282,C0223,2023-12-08,WhatsApp,Schedule confirmation,Sara Hassan
COM05762,C0301,2023-12-08,Email,General inquiry,Mohammed Ali
COM08940,C0477,2023-12-08,Video Call,New course announcement,Ahmed Abdullah
COM09104,C0487,2023-12-09,Meeting,Follow-up on booking,Sara Hassan
COM05209,C0275,2023-12-09,Meeting,Feedback discussion,Sara Hassan
COM02418,C0132,2023-12-09,Video Call,Renewal discussion,Sara Hassan
COM03093,C0166,2023-12-09,Meeting,Course recommendation,Ahmed Abdullah
COM05219,C0275,2023-12-10,Email,Quotation request,Sara Hassan
COM01583,C0084,2023-12-10,Meeting,Renewal discussion,Sara Hassan
COM08022,C0424,2023-12-10,Video Call,Feedback discussion,Ahmed Abdullah
COM09048,C0483,2023-12-10,Email,Invoice query,Mohammed Ali
COM03905,C0205,2023-12-10,Meeting,Feedback discussion,Mohammed Ali
COM07170,C0378,2023-12-11,Email,Invoice query,Sara Hassan
COM03820,C0201,2023-12-11,Video Call,Account review,Ahmed Abdullah
COM07369,C0387,2023-12-11,Email,Invoice query,Mohammed Ali
COM06151,C0325,2023-12-11,WhatsApp,Account review,Sara Hassan
COM02324,C0129,2023-12-11,Phone Call,Invoice query,Sara Hassan
COM04623,C0238,2023-12-11,WhatsApp,Schedule confirmation,Sara Hassan
COM02020,C0109,2023-12-11,Meeting,Training needs assessment,Fatima Ahmed
COM08241,C0438,2023-12-12,Phone Call,Thank you message,Ahmed Abdullah
COM04549,C0235,2023-12-12,Video Call,Training needs assessment,Sara Hassan
COM07499,C0396,2023-12-12,Email,Complaint resolution,Fatima Ahmed
COM08591,C0459,2023-12-12,WhatsApp,General inquiry,Ahmed Abdullah
COM04028,C0213,2023-12-12,Phone Call,Quotation request,Fatima Ahmed
COM00500,C0022,2023-12-12,Phone Call,Thank you message,Fatima Ahmed
COM00043,C0001,2023-12-13,Email,Account review,Noura Salem
COM05468,C0286,2023-12-13,Phone Call,Feedback discussion,Fatima Ahmed
COM02592,C0138,2023-12-13,Video Call,New course announcement,Ahmed Abdullah
COM02368,C0130,2023-12-13,WhatsApp,Quotation request,Mohammed Ali
COM02442,C0132,2023-12-13,Meeting,Follow-up on booking,Sara Hassan
COM01179,C0061,2023-12-13,Phone Call,Quotation request,Mohammed Ali
COM09062,C0484,2023-12-13,Email,Invoice query,Mohammed Ali
COM07837,C0414,2023-12-14,Video Call,Invoice query,Fatima Ahmed
COM08017,C0424,2023-12-14,Email,Course recommendation,Ahmed Abdullah
COM05666,C0296,2023-12-14,Phone Call,Account review,Noura Salem
COM04929,C0255,2023-12-14,WhatsApp,Feedback discussion,Ahmed Abdullah
COM04598,C0237,2023-12-15,Phone Call,General inquiry,Sara Hassan
COM04316,C0224,2023-12-15,Email,New course announcement,Ahmed Abdullah
COM01451,C0078,2023-12-16,Video Call,Training needs assessment,Fatima Ahmed
COM09114,C0487,2023-12-16,Video Call,Renewal discussion,Sara Hassan
COM08024,C0424,2023-12-16,WhatsApp,Follow-up on booking,Ahmed Abdullah
COM04152,C0217,2023-12-16,Video Call,New course announcement,Noura Salem
COM06206,C0327,2023-12-16,Email,Schedule confirmation,Noura Salem
COM02604,C0140,2023-12-16,Meeting,Schedule confirmation,Mohammed Ali
COM05214,C0275,2023-12-16,Meeting,Renewal discussion,Sara Hassan
COM01656,C0088,2023-12-16,Email,Course recommendation,Sara Hassan
COM08665,C0463,2023-12-17,Phone Call,Schedule confirmation,Fatima Ahmed
COM04860,C0252,2023-12-17,Email,Quotation request,Fatima Ahmed
COM04325,C0224,2023-12-17,Meeting,Course recommendation,Ahmed Abdullah
COM00898,C0046,2023-12-17,Email,General inquiry,Fatima Ahmed
COM05671,C0296,2023-12-17,Video Call,Renewal discussion,Noura Salem
COM00338,C0016,2023-12-17,Meeting,Thank you message,Sara Hassan
COM00302,C0014,2023-12-17,Email,Invoice query,Sara Hassan
COM00889,C0045,2023-12-17,Email,Complaint resolution,Ahmed Abdullah
COM09197,C0491,2023-12-18,Phone Call,Schedule confirmation,Fatima Ahmed
COM05208,C0275,2023-12-18,WhatsApp,General inquiry,Sara Hassan
COM03271,C0174,2023-12-18,Phone Call,New course announcement,Ahmed Abdullah
COM01918,C0102,2023-12-19,Phone Call,Schedule confirmation,Noura Salem
COM08497,C0453,2023-12-19,Email,Training needs assessment,Ahmed Abdullah
COM01367,C0072,2023-12-19,Email,Feedback discussion,Noura Salem
COM06170,C0327,2023-12-19,Phone Call,Course recommendation,Noura Salem
COM07364,C0387,2023-12-19,Phone Call,New course announcement,Mohammed Ali
COM00382,C0018,2023-12-20,Phone Call,General inquiry,Sara Hassan
COM02755,C0150,2023-12-20,WhatsApp,Quotation request,Mohammed Ali
COM06219,C0328,2023-12-20,WhatsApp,Course recommendation,Mohammed Ali
COM02381,C0130,2023-12-20,Phone Call,General inquiry,Mohammed Ali
COM05343,C0282,2023-12-20,Email,Invoice query,Sara Hassan
COM07371,C0388,2023-12-20,Phone Call,Thank you message,Sara Hassan
COM01578,C0084,2023-12-20,Meeting,Course recommendation,Sara Hassan
COM03725,C0195,2023-12-20,Video Call,New course announcement,Sara Hassan
COM03536,C0188,2023-12-20,Video Call,Quotation request,Fatima Ahmed
COM06809,C0361,2023-12-21,Email,Course recommendation,Fatima Ahmed
COM06400,C0339,2023-12-21,Meeting,Schedule confirmation,Fatima Ahmed
COM07763,C0410,2023-12-21,Phone Call,Account review,Mohammed Ali
COM07397,C0388,2023-12-21,Phone Call,Feedback discussion,Sara Hassan
COM00224,C0010,2023-12-21,Video Call,Complaint resolution,Mohammed Ali
COM00568,C0025,2023-12-21,Email,Feedback discussion,Fatima Ahmed
COM04982,C0259,2023-12-21,WhatsApp,Follow-up on booking,Sara Hassan
COM08726,C0465,2023-12-22,Meeting,Account review,Mohammed Ali
COM03249,C0174,2023-12-22,Email,Follow-up on booking,Ahmed Abdullah
COM01582,C0084,2023-12-23,WhatsApp,Thank you message,Sara Hassan
COM03634,C0191,2023-12-23,Meeting,Invoice query,Mohammed Ali
COM06186,C0327,2023-12-23,WhatsApp,Satisfaction survey,Noura Salem
COM04349,C0224,2023-12-23,Email,Complaint resolution,Ahmed Abdullah
