feedback_id,client_id,booking_id,feedback_date,overall_rating,nps_score,trainer_rating,comments
F00779,C0124,B00976,2025-04-19,4.4,7,4.6,"Good course overall, met expectations"
F00780,C0124,B00977,2025-06-18,4.2,7,4.6,
F00781,C0124,B00979,2025-10-09,3.7,8,3.6,"Useful content, could use more examples"
F00782,C0125,B00981,2023-08-03,4.4,7,4.6,
F00783,C0125,B00982,2023-09-16,4.2,8,4.0,
F00784,C0125,B00983,2023-10-22,4.9,10,5.0,
F00785,C0125,B00984,2023-12-09,4.1,7,4.6,
F00786,C0125,B00985,2024-01-26,4.8,10,5.0,
F00787,C0125,B00986,2024-02-11,4.1,7,3.9,"Good course overall, met expectations"
F00788,C0125,B00987,2024-03-29,4.1,8,4.5,"Useful content, could use more examples"
F00789,C0125,B00988,2024-05-13,4.6,10,4.5,"Excellent trainer, very practical content"
F00790,C0126,B00990,2025-07-21,4.6,9,4.3,Great real-world examples and case studies
F00791,C0127,B00991,2025-11-29,5.0,10,5.0,"Exceeded expectations, highly recommend"
F00792,C0128,B00992,2025-03-30,4.5,10,4.8,"Exceeded expectations, highly recommend"
F00793,C0128,B00993,2025-05-06,3.4,2,3.5,
F00794,C0128,B00994,2025-06-13,4.2,8,4.2,
F00795,C0128,B00995,2025-07-19,4.9,9,5.0,Very useful tools and frameworks provided
F00796,C0129,B00996,2023-05-17,4.1,8,4.5,
F00797,C0129,B00997,2023-07-07,3.7,7,3.9,
F00798,C0129,B00998,2023-08-29,4.9,9,4.8,"Good pace, well-structured content"
F00799,C0129,B00999,2023-10-10,4.2,8,4.3,"Good course overall, met expectations"
F00800,C0129,B01000,2023-11-17,4.1,7,3.9,Trainer was knowledgeable
F00801,C0129,B01001,2024-01-07,4.1,8,4.2,"Useful content, could use more examples"
F00802,C0129,B01002,2024-02-14,3.6,7,3.8,
F00803,C0129,B01003,2024-04-13,4.1,8,3.9,"Decent workshop, learned some new things"
F00804,C0129,B01008,2025-01-23,4.4,8,4.5,
F00805,C0129,B01010,2025-05-15,4.5,10,4.4,Very useful tools and frameworks provided
F00806,C0129,B01011,2025-07-13,3.6,8,3.8,
F00807,C0129,B01012,2025-08-19,4.7,10,4.7,
F00808,C0129,B01013,2025-10-09,4.0,8,4.2,
F00809,C0130,B01014,2023-09-12,4.5,10,4.1,Highly engaging and interactive session
F00810,C0130,B01015,2023-10-31,4.5,9,4.8,Highly engaging and interactive session
F00811,C0130,B01016,2024-01-10,4.8,9,4.5,Trainer was knowledgeable and approachable
F00812,C0130,B01018,2024-05-14,5.0,10,5.0,Trainer was knowledgeable and approachable
F00813,C0130,B01019,2024-07-01,4.8,10,4.8,
F00814,C0130,B01020,2024-09-02,4.7,9,4.5,Great real-world examples and case studies
F00815,C0130,B01021,2024-10-31,3.9,8,3.9,
F00816,C0130,B01023,2025-02-21,3.8,8,3.8,"Decent workshop, learned some new things"
F00817,C0130,B01024,2025-04-30,4.5,10,4.6,Highly engaging and interactive session
F00818,C0130,B01025,2025-07-10,3.7,7,4.3,
F00819,C0130,B01026,2025-09-02,4.6,10,4.8,"Good pace, well-structured content"
F00820,C0131,B01027,2022-08-26,4.7,10,4.6,Very useful tools and frameworks provided
F00821,C0131,B01028,2022-10-26,3.4,1,3.7,
F00822,C0131,B01030,2023-02-15,3.8,7,3.9,
F00823,C0131,B01032,2023-06-11,4.0,7,4.0,
F00824,C0131,B01033,2023-08-06,4.1,8,4.2,
F00825,C0132,B01034,2022-05-27,4.8,9,5.0,"Exceeded expectations, highly recommend"
F00826,C0132,B01035,2022-07-02,3.2,5,3.6,
F00827,C0132,B01036,2022-08-08,4.1,8,4.4,"Useful content, could use more examples"
F00828,C0132,B01037,2022-09-16,4.1,8,3.8,Trainer was knowledgeable
F00829,C0132,B01038,2022-10-17,3.8,8,3.9,
F00830,C0132,B01039,2022-10-31,4.8,9,5.0,
F00831,C0132,B01040,2022-12-19,3.8,7,4.0,"Useful content, could use more examples"
F00832,C0132,B01041,2023-02-04,4.3,8,4.8,
F00833,C0132,B01042,2023-03-14,4.2,7,4.1,
F00834,C0132,B01043,2023-04-10,3.7,8,4.0,
F00835,C0132,B01044,2023-05-22,4.1,7,4.0,
F00836,C0132,B01045,2023-07-06,4.2,8,4.6,"Decent workshop, learned some new things"
F00837,C0132,B01046,2023-08-02,3.8,8,3.6,Trainer was knowledgeable
F00838,C0132,B01047,2023-09-06,4.0,7,3.7,
F00839,C0132,B01048,2023-10-13,4.6,9,4.9,"Excellent trainer, very practical content"
F00840,C0132,B01050,2023-12-31,4.0,7,4.4,"Good course overall, met expectations"
F00841,C0132,B01051,2024-02-01,4.5,9,4.9,Trainer was knowledgeable and approachable
F00842,C0133,B01053,2025-02-08,4.3,7,4.4,"Useful content, could use more examples"
F00843,C0133,B01054,2025-03-22,3.6,8,3.8,Trainer was knowledgeable
F00844,C0133,B01056,2025-05-31,3.7,7,4.1,
F00845,C0133,B01057,2025-07-03,4.5,10,4.8,
F00846,C0133,B01058,2025-08-18,3.7,7,3.8,"Good course overall, met expectations"
F00847,C0133,B01059,2025-09-28,4.7,10,5.0,Highly engaging and interactive session
F00848,C0133,B01060,2025-11-12,5.0,10,4.9,"Excellent trainer, very practical content"
F00849,C0133,B01061,2025-12-06,4.8,10,4.7,Highly engaging and interactive session
F00850,C0134,B01062,2023-06-30,4.9,10,4.8,"Excellent trainer, very practical content"
F00851,C0134,B01063,2023-08-10,5.0,10,5.0,Trainer was knowledgeable and approachable
F00852,C0134,B01064,2023-09-11,3.7,7,4.0,"Decent workshop, learned some new things"
F00853,C0134,B01065,2023-10-05,4.1,7,4.6,
F00854,C0134,B01066,2023-10-29,3.8,7,3.8,
F00855,C0134,B01067,2023-11-25,4.7,10,4.7,Great real-world examples and case studies
F00856,C0134,B01068,2023-12-22,4.8,9,4.5,Great real-world examples and case studies
F00857,C0134,B01070,2024-02-09,3.8,8,3.6,
F00858,C0134,B01071,2024-03-10,4.6,9,4.4,"Exceeded expectations, highly recommend"
F00859,C0134,B01072,2024-04-06,3.9,8,3.5,"Useful content, could use more examples"
F00860,C0134,B01074,2024-06-08,5.0,9,4.8,
F00861,C0134,B01075,2024-07-10,3.3,4,3.5,Not enough time for questions
F00862,C0134,B01076,2024-08-17,3.8,8,3.8,"Decent workshop, learned some new things"
F00863,C0135,B01077,2024-03-24,4.7,10,4.3,
F00864,C0135,B01078,2024-05-06,5.0,10,5.0,"Good pace, well-structured content"
F00865,C0136,B01079,2023-02-15,3.8,7,3.9,
F00866,C0136,B01081,2023-06-17,4.8,10,4.7,Great real-world examples and case studies
F00867,C0136,B01082,2023-08-11,3.4,4,3.8,Not enough time for questions
F00868,C0136,B01083,2023-10-13,5.0,9,4.9,Great real-world examples and case studies
F00869,C0136,B01084,2023-11-27,3.9,8,4.1,Trainer was knowledgeable
F00870,C0136,B01085,2024-01-11,5.0,9,4.9,
F00871,C0136,B01087,2024-05-14,4.1,8,4.3,Trainer was knowledgeable
F00872,C0136,B01088,2024-07-12,3.8,7,3.8,
F00873,C0136,B01089,2024-09-09,4.1,7,4.7,"Good course overall, met expectations"
F00874,C0136,B01090,2024-10-23,4.9,10,5.0,
F00875,C0136,B01091,2024-12-12,4.4,8,4.7,
F00876,C0136,B01092,2025-01-22,4.7,10,4.8,Trainer was knowledgeable and approachable
F00877,C0136,B01093,2025-03-06,4.4,8,4.1,
F00878,C0136,B01094,2025-04-28,4.6,10,4.7,
F00879,C0136,B01095,2025-06-05,5.0,9,5.0,
F00880,C0136,B01096,2025-07-24,4.0,7,3.8,
F00881,C0137,B01099,2023-04-14,3.4,1,3.7,
F00882,C0137,B01100,2023-06-24,4.2,8,3.9,Trainer was knowledgeable
F00883,C0137,B01101,2023-08-02,4.8,9,4.9,
F00884,C0137,B01102,2023-09-08,3.8,7,4.0,"Useful content, could use more examples"
F00885,C0137,B01103,2023-11-17,3.7,8,3.9,
F00886,C0137,B01104,2024-01-08,4.0,8,4.3,
F00887,C0137,B01106,2024-04-22,4.7,9,4.5,Great real-world examples and case studies
F00888,C0138,B01107,2021-12-29,4.6,10,5.0,Great real-world examples and case studies
F00889,C0138,B01108,2022-03-30,3.7,8,4.1,"Decent workshop, learned some new things"
F00890,C0138,B01109,2022-07-09,4.2,7,4.8,
F00891,C0138,B01110,2022-10-09,4.6,10,5.0,Trainer was knowledgeable and approachable
F00892,C0138,B01111,2022-12-30,4.8,10,4.8,"Exceeded expectations, highly recommend"
F00893,C0138,B01112,2023-03-21,4.4,8,4.5,Trainer was knowledgeable
F00894,C0138,B01113,2023-06-21,4.2,8,4.0,
F00895,C0139,B01118,2022-06-30,3.9,7,4.1,
F00896,C0139,B01119,2022-08-14,4.3,7,4.3,"Good course overall, met expectations"
F00897,C0139,B01121,2022-11-25,4.2,8,3.8,"Useful content, could use more examples"
F00898,C0139,B01122,2023-01-10,3.8,8,3.6,
F00899,C0139,B01123,2023-03-13,4.8,10,4.6,Very useful tools and frameworks provided
F00900,C0140,B01124,2021-03-07,3.5,8,4.1,
F00901,C0140,B01125,2021-06-23,4.2,7,4.4,
F00902,C0140,B01126,2021-09-29,4.3,7,4.6,
F00903,C0140,B01127,2021-12-27,4.3,8,4.5,
F00904,C0140,B01128,2022-04-18,3.7,8,3.7,"Good course overall, met expectations"
F00905,C0140,B01129,2022-07-28,3.4,4,3.7,Not enough time for questions
F00906,C0140,B01130,2022-10-28,4.2,7,4.4,"Good course overall, met expectations"
F00907,C0141,B01132,2021-12-27,4.5,9,4.5,Trainer was knowledgeable and approachable
F00908,C0141,B01133,2022-03-06,4.0,8,3.8,"Useful content, could use more examples"
F00909,C0142,B01134,2023-12-03,4.3,8,4.2,"Good course overall, met expectations"
F00910,C0142,B01136,2024-03-16,4.4,7,4.4,"Decent workshop, learned some new things"
F00911,C0142,B01137,2024-05-02,4.2,8,4.4,Trainer was knowledgeable
F00912,C0142,B01138,2024-06-21,4.8,9,4.6,"Excellent trainer, very practical content"
F00913,C0142,B01139,2024-07-30,3.6,8,3.8,"Useful content, could use more examples"
F00914,C0142,B01140,2024-09-10,4.3,8,4.2,
F00915,C0142,B01141,2024-11-09,4.4,8,4.4,"Useful content, could use more examples"
F00916,C0142,B01142,2024-12-22,4.1,8,4.1,Trainer was knowledgeable
F00917,C0142,B01143,2025-02-20,4.9,9,5.0,Highly engaging and interactive session
F00918,C0143,B01144,2024-04-21,4.6,10,4.3,Trainer was knowledgeable and approachable
F00919,C0143,B01145,2024-06-23,3.3,4,3.5,
F00920,C0143,B01146,2024-09-04,3.8,7,3.8,
F00921,C0143,B01147,2024-12-02,4.5,9,4.7,Highly engaging and interactive session
F00922,C0143,B01148,2025-02-24,3.9,8,3.7,"Good course overall, met expectations"
F00923,C0143,B01149,2025-05-08,4.0,7,3.9,"Useful content, could use more examples"
F00924,C0143,B01150,2025-07-08,3.7,8,4.1,
F00925,C0144,B01151,2024-12-08,4.9,9,4.9,"Exceeded expectations, highly recommend"
F00926,C0144,B01152,2025-01-11,4.7,10,4.4,
F00927,C0144,B01153,2025-02-18,4.0,8,4.1,"Decent workshop, learned some new things"
F00928,C0144,B01154,2025-03-17,4.9,10,4.5,
F00929,C0144,B01155,2025-04-27,3.7,8,4.1,
F00930,C0144,B01156,2025-05-18,3.7,7,3.9,"Good course overall, met expectations"
F00931,C0144,B01157,2025-06-30,3.9,8,4.5,
F00932,C0144,B01158,2025-07-29,4.0,8,3.9,"Good course overall, met expectations"
F00933,C0144,B01159,2025-08-20,3.6,8,3.8,"Good course overall, met expectations"
F00934,C0144,B01160,2025-10-07,5.0,9,4.9,Great real-world examples and case studies
F00935,C0144,B01161,2025-11-18,4.4,7,4.3,"Useful content, could use more examples"
F00936,C0144,B01162,2025-12-28,4.0,7,4.2,
F00937,C0145,B01164,2024-07-01,4.5,10,4.2,
F00938,C0145,B01165,2024-08-25,5.0,9,4.7,"Excellent trainer, very practical content"
F00939,C0145,B01166,2024-09-27,3.9,8,3.9,
F00940,C0145,B01167,2024-11-08,3.4,0,3.4,
F00941,C0145,B01169,2025-01-28,3.4,2,3.9,"Content was basic, expected more depth"
F00942,C0145,B01170,2025-03-22,3.6,7,4.0,
F00943,C0145,B01172,2025-06-21,4.8,9,4.5,
F00944,C0145,B01173,2025-08-05,4.9,9,4.6,"Exceeded expectations, highly recommend"
F00945,C0145,B01175,2025-11-21,3.4,5,3.6,"Content was basic, expected more depth"
F00946,C0146,B01176,2021-08-05,4.4,8,4.8,"Good course overall, met expectations"
F00947,C0146,B01177,2021-09-23,4.1,8,4.3,
F00948,C0146,B01178,2021-11-24,4.0,7,4.5,"Decent workshop, learned some new things"
F00949,C0146,B01179,2022-01-12,4.4,7,4.7,Trainer was knowledgeable
F00950,C0146,B01180,2022-03-08,4.0,7,4.0,
F00951,C0146,B01181,2022-05-08,3.4,4,3.6,Not enough time for questions
F00952,C0146,B01182,2022-06-25,4.5,9,4.6,"Good pace, well-structured content"
F00953,C0146,B01183,2022-08-26,3.8,7,3.4,
F00954,C0146,B01185,2022-12-27,3.9,7,4.0,"Decent workshop, learned some new things"
F00955,C0146,B01186,2023-03-06,4.0,7,4.4,
F00956,C0146,B01187,2023-04-24,4.4,7,4.4,
F00957,C0146,B01188,2023-06-21,4.2,8,4.4,"Good course overall, met expectations"
F00958,C0146,B01189,2023-08-14,3.6,8,3.6,"Useful content, could use more examples"
F00959,C0146,B01190,2023-10-13,4.0,8,4.7,
F00960,C0146,B01192,2024-01-30,3.8,8,4.0,
F00961,C0147,B01194,2023-06-18,3.9,7,3.9,"Useful content, could use more examples"
F00962,C0147,B01196,2023-11-05,4.9,10,5.0,
F00963,C0147,B01197,2024-01-26,4.2,7,4.5,
F00964,C0147,B01198,2024-04-20,3.5,8,3.7,
F00965,C0147,B01200,2024-09-18,4.0,8,4.3,
F00966,C0147,B01201,2024-12-15,4.9,10,4.6,
F00967,C0148,B01202,2021-04-21,3.6,7,3.6,
F00968,C0148,B01204,2021-08-12,4.9,9,5.0,
F00969,C0148,B01205,2021-10-05,4.1,7,4.4,
F00970,C0148,B01206,2021-11-19,3.8,7,4.0,
F00971,C0148,B01207,2022-01-31,3.9,7,3.6,
F00972,C0149,B01208,2025-07-05,3.8,8,4.1,
F00973,C0149,B01209,2025-09-04,5.0,9,5.0,Trainer was knowledgeable and approachable
F00974,C0149,B01210,2025-11-07,3.9,8,3.7,
F00975,C0150,B01211,2022-01-19,4.9,9,4.6,"Excellent trainer, very practical content"
F00976,C0150,B01213,2022-03-24,3.6,7,3.8,"Decent workshop, learned some new things"
F00977,C0150,B01214,2022-04-24,3.9,8,4.1,
F00978,C0150,B01215,2022-05-14,4.1,7,4.2,
F00979,C0150,B01216,2022-06-02,3.9,8,4.0,"Good course overall, met expectations"
F00980,C0150,B01220,2022-10-09,3.5,7,3.6,
F00981,C0151,B01222,2021-12-10,4.8,9,4.5,Very useful tools and frameworks provided
F00982,C0151,B01223,2022-01-11,4.0,7,4.1,"Useful content, could use more examples"
F00983,C0151,B01224,2022-02-06,4.2,7,4.3,"Decent workshop, learned some new things"
F00984,C0152,B01225,2021-07-05,3.4,2,3.7,"Content was basic, expected more depth"
F00985,C0152,B01226,2021-07-30,3.3,5,3.9,"Content was basic, expected more depth"
F00986,C0152,B01227,2021-09-09,4.2,8,4.0,
F00987,C0152,B01229,2021-10-29,5.0,9,5.0,Trainer was knowledgeable and approachable
F00988,C0152,B01230,2021-12-11,4.2,7,4.3,"Useful content, could use more examples"
F00989,C0152,B01231,2022-01-18,3.3,6,3.5,Not enough time for questions
F00990,C0152,B01232,2022-02-21,3.4,6,3.8,"Content was basic, expected more depth"
F00991,C0152,B01233,2022-03-11,5.0,10,4.8,Trainer was knowledgeable and approachable
F00992,C0152,B01234,2022-04-07,4.5,9,5.0,
F00993,C0152,B01235,2022-05-04,4.6,9,4.5,Great real-world examples and case studies
F00994,C0152,B01236,2022-05-26,4.3,8,4.7,"Good course overall, met expectations"
F00995,C0152,B01237,2022-06-27,3.5,8,3.4,"Decent workshop, learned some new things"
F00996,C0153,B01238,2023-07-20,4.5,9,4.6,
F00997,C0153,B01240,2023-11-23,4.6,9,4.6,Highly engaging and interactive session
F00998,C0153,B01241,2024-01-09,5.0,10,5.0,"Excellent trainer, very practical content"
F00999,C0153,B01242,2024-03-11,5.0,10,4.9,
F01000,C0153,B01243,2024-05-14,4.5,10,4.4,
F01001,C0153,B01244,2024-07-27,4.7,9,5.0,
F01002,C0153,B01245,2024-10-01,4.0,7,4.0,
F01003,C0153,B01246,2024-11-17,4.0,7,3.7,"Decent workshop, learned some new things"
F01004,C0153,B01247,2025-01-01,3.9,8,4.1,
F01005,C0153,B01248,2025-03-07,3.6,8,4.0,
F01006,C0153,B01249,2025-05-15,4.1,8,4.2,"Good course overall, met expectations"
F01007,C0153,B01250,2025-07-17,4.1,7,3.7,"Decent workshop, learned some new things"
F01008,C0154,B01251,2025-07-28,4.6,9,5.0,Great real-world examples and case studies
F01009,C0155,B01252,2021-10-07,4.6,9,4.7,"Excellent trainer, very practical content"
F01010,C0155,B01254,2022-02-21,3.8,7,3.7,Trainer was knowledgeable
F01011,C0155,B01255,2022-05-03,4.7,10,4.9,Very useful tools and frameworks provided
F01012,C0156,B01256,2023-12-25,3.7,8,4.0,"Decent workshop, learned some new things"
F01013,C0156,B01257,2024-03-01,3.9,7,4.2,
F01014,C0156,B01258,2024-04-29,3.7,7,3.8,"Good course overall, met expectations"
F01015,C0156,B01259,2024-06-08,4.7,10,4.7,Highly engaging and interactive session
F01016,C0156,B01260,2024-08-05,3.8,8,3.8,
F01017,C0156,B01261,2024-09-22,5.0,9,5.0,
F01018,C0156,B01262,2024-11-19,4.0,8,4.0,"Decent workshop, learned some new things"
F01019,C0156,B01263,2025-01-14,3.9,8,4.2,"Good course overall, met expectations"
F01020,C0156,B01264,2025-03-13,5.0,9,5.0,"Exceeded expectations, highly recommend"
F01021,C0156,B01265,2025-04-25,4.3,8,4.1,
F01022,C0156,B01266,2025-06-22,5.0,9,4.9,
F01023,C0156,B01267,2025-08-08,3.4,4,3.9,"Too theoretical, needed more practical exercises"
F01024,C0156,B01268,2025-10-11,4.6,10,4.7,
F01025,C0156,B01269,2025-12-04,5.0,9,5.0,Highly engaging and interactive session
F01026,C0157,B01270,2021-08-08,3.7,7,4.1,"Decent workshop, learned some new things"
F01027,C0157,B01271,2021-11-01,4.2,7,4.4,
F01028,C0157,B01272,2022-01-20,3.8,7,3.9,"Good course overall, met expectations"
F01029,C0157,B01273,2022-03-28,3.8,8,3.6,
F01030,C0157,B01274,2022-06-07,4.5,9,4.7,
F01031,C0157,B01276,2022-10-25,4.5,9,4.4,Great real-world examples and case studies
F01032,C0157,B01277,2023-01-13,4.8,10,5.0,Highly engaging and interactive session
F01033,C0157,B01278,2023-04-05,3.5,7,3.6,
F01034,C0158,B01279,2021-05-22,4.8,10,5.0,"Good pace, well-structured content"
F01035,C0158,B01280,2021-08-26,4.0,7,4.0,"Good course overall, met expectations"
F01036,C0158,B01281,2021-11-25,3.8,8,3.7,
F01037,C0158,B01282,2022-03-20,4.7,9,4.4,
F01038,C0158,B01283,2022-06-20,3.8,8,3.8,Trainer was knowledgeable
F01039,C0158,B01284,2022-10-03,4.3,8,4.5,
F01040,C0158,B01285,2022-12-26,4.8,9,4.9,Great real-world examples and case studies
F01041,C0159,B01287,2021-08-29,4.9,10,4.9,Highly engaging and interactive session
F01042,C0159,B01288,2021-10-20,3.9,8,4.0,"Useful content, could use more examples"
F01043,C0159,B01289,2021-12-06,3.8,8,4.0,
F01044,C0159,B01290,2022-02-01,5.0,10,5.0,"Good pace, well-structured content"
F01045,C0159,B01291,2022-03-15,4.0,8,3.5,"Useful content, could use more examples"
F01046,C0159,B01292,2022-05-25,3.9,8,4.0,"Decent workshop, learned some new things"
F01047,C0159,B01294,2022-09-18,4.1,7,4.3,"Decent workshop, learned some new things"
F01048,C0159,B01295,2022-11-15,4.7,9,5.0,
F01049,C0159,B01296,2023-01-17,4.2,8,4.8,"Decent workshop, learned some new things"
F01050,C0159,B01298,2023-06-05,4.9,9,4.8,
F01051,C0159,B01299,2023-07-15,4.0,8,4.5,"Decent workshop, learned some new things"
F01052,C0159,B01300,2023-09-01,4.9,9,4.9,Great real-world examples and case studies
F01053,C0159,B01301,2023-10-30,4.5,9,4.2,
F01054,C0159,B01302,2023-12-23,3.4,3,3.8,Trainer rushed through important topics
F01055,C0160,B01304,2024-06-18,3.6,8,4.1,"Good course overall, met expectations"
F01056,C0160,B01306,2025-02-06,4.1,7,3.9,"Good course overall, met expectations"
F01057,C0160,B01307,2025-05-30,3.8,7,3.8,"Useful content, could use more examples"
F01058,C0160,B01308,2025-09-14,5.0,9,4.8,
F01059,C0161,B01309,2024-02-16,4.1,8,4.2,
F01060,C0161,B01310,2024-03-26,4.5,9,4.7,
F01061,C0161,B01313,2024-08-20,4.1,7,4.4,
F01062,C0161,B01314,2024-10-01,4.4,8,4.8,
F01063,C0161,B01316,2025-01-18,3.8,7,4.3,"Good course overall, met expectations"
F01064,C0162,B01319,2025-09-22,4.8,9,4.5,
F01065,C0163,B01321,2021-05-19,4.8,9,4.9,
F01066,C0163,B01322,2021-08-01,3.7,7,3.7,Trainer was knowledgeable
F01067,C0163,B01324,2021-11-13,3.6,7,3.9,"Good course overall, met expectations"
F01068,C0163,B01325,2022-01-17,4.9,10,4.7,"Exceeded expectations, highly recommend"
F01069,C0163,B01326,2022-03-21,4.7,9,5.0,
F01070,C0163,B01327,2022-05-31,4.3,7,3.9,
F01071,C0163,B01328,2022-07-29,4.1,8,4.6,
F01072,C0163,B01329,2022-09-13,3.4,3,3.7,"Too theoretical, needed more practical exercises"
F01073,C0163,B01330,2022-11-04,4.5,9,4.5,
F01074,C0164,B01333,2025-10-13,4.6,10,4.6,
F01075,C0165,B01334,2022-04-24,3.9,8,3.9,
F01076,C0165,B01335,2022-06-29,3.9,7,3.8,
F01077,C0165,B01336,2022-08-28,5.0,9,5.0,Great real-world examples and case studies
F01078,C0165,B01337,2022-11-10,4.7,9,5.0,"Good pace, well-structured content"
F01079,C0165,B01338,2023-01-14,4.1,7,4.3,"Useful content, could use more examples"
F01080,C0165,B01339,2023-03-28,4.2,8,4.2,"Useful content, could use more examples"
F01081,C0165,B01340,2023-06-05,3.6,7,3.7,"Good course overall, met expectations"
F01082,C0165,B01341,2023-07-31,4.7,9,5.0,Very useful tools and frameworks provided
F01083,C0165,B01342,2023-10-05,4.1,8,4.6,"Useful content, could use more examples"
F01084,C0165,B01344,2024-01-27,4.2,8,4.4,Trainer was knowledgeable
F01085,C0165,B01345,2024-03-12,3.7,8,3.6,
F01086,C0165,B01346,2024-05-12,4.6,9,4.3,Very useful tools and frameworks provided
F01087,C0166,B01347,2022-01-03,3.4,3,3.5,Trainer rushed through important topics
F01088,C0166,B01348,2022-04-30,4.8,10,4.5,
F01089,C0166,B01349,2022-08-18,4.1,7,4.1,"Good course overall, met expectations"
F01090,C0166,B01350,2022-12-19,4.7,9,4.8,
F01091,C0166,B01351,2023-04-09,4.4,7,5.0,
F01092,C0166,B01352,2023-07-25,3.7,7,3.8,
F01093,C0166,B01353,2023-11-02,4.2,7,4.2,"Decent workshop, learned some new things"
F01094,C0166,B01354,2024-02-21,4.5,10,4.6,"Excellent trainer, very practical content"
F01095,C0166,B01355,2024-06-13,4.6,10,5.0,Highly engaging and interactive session
F01096,C0166,B01356,2024-09-25,4.7,10,4.8,"Excellent trainer, very practical content"
F01097,C0167,B01357,2021-12-20,3.7,8,4.0,"Good course overall, met expectations"
F01098,C0167,B01358,2022-01-20,3.2,4,3.5,
F01099,C0167,B01359,2022-02-25,5.0,10,5.0,Great real-world examples and case studies
F01100,C0167,B01360,2022-03-31,4.7,9,4.5,"Excellent trainer, very practical content"
F01101,C0167,B01361,2022-05-08,4.7,10,4.9,Great real-world examples and case studies
F01102,C0167,B01362,2022-06-06,3.9,7,4.0,"Good course overall, met expectations"
F01103,C0167,B01363,2022-07-26,3.8,7,4.1,Trainer was knowledgeable
F01104,C0167,B01364,2022-08-30,4.6,10,4.4,"Exceeded expectations, highly recommend"
F01105,C0167,B01365,2022-10-11,4.9,10,4.7,"Exceeded expectations, highly recommend"
F01106,C0167,B01366,2022-11-25,4.1,8,4.5,"Decent workshop, learned some new things"
F01107,C0167,B01367,2023-01-08,4.1,7,4.0,"Decent workshop, learned some new things"
F01108,C0167,B01368,2023-02-18,3.9,7,3.8,
F01109,C0167,B01370,2023-04-29,4.1,7,4.4,
F01110,C0167,B01371,2023-06-17,3.7,8,4.3,Trainer was knowledgeable
F01111,C0167,B01373,2023-09-01,4.8,9,4.6,"Good pace, well-structured content"
F01112,C0167,B01374,2023-10-02,3.8,8,3.8,Trainer was knowledgeable
F01113,C0168,B01375,2021-12-18,4.0,7,3.8,
F01114,C0168,B01376,2022-01-30,4.1,7,3.9,Trainer was knowledgeable
F01115,C0168,B01377,2022-02-24,4.8,9,4.4,
F01116,C0168,B01378,2022-03-20,3.7,8,4.3,Trainer was knowledgeable
F01117,C0168,B01379,2022-04-21,4.1,7,4.5,"Useful content, could use more examples"
F01118,C0168,B01380,2022-06-03,3.7,7,3.7,Trainer was knowledgeable
F01119,C0168,B01382,2022-08-11,4.7,9,4.7,"Good pace, well-structured content"
F01120,C0168,B01384,2022-10-21,4.2,7,4.1,Trainer was knowledgeable
F01121,C0168,B01385,2022-12-07,5.0,10,4.7,
F01122,C0168,B01386,2023-01-01,4.2,8,4.4,"Useful content, could use more examples"
F01123,C0168,B01387,2023-02-08,4.4,7,4.1,
F01124,C0168,B01388,2023-03-07,3.4,1,3.8,Trainer rushed through important topics
F01125,C0168,B01389,2023-04-23,5.0,9,4.8,
F01126,C0168,B01390,2023-05-23,3.6,7,4.0,
F01127,C0169,B01391,2022-11-09,3.6,7,3.9,"Good course overall, met expectations"
F01128,C0169,B01392,2022-12-29,3.4,6,3.6,
F01129,C0169,B01393,2023-01-21,4.2,7,4.5,
F01130,C0169,B01394,2023-03-04,4.6,9,4.7,"Good pace, well-structured content"
F01131,C0169,B01395,2023-04-05,4.4,7,5.0,
F01132,C0169,B01396,2023-05-16,3.3,3,3.4,
F01133,C0169,B01398,2023-07-07,4.4,8,4.3,
F01134,C0169,B01399,2023-08-11,4.0,8,4.0,"Useful content, could use more examples"
F01135,C0169,B01403,2023-12-14,4.7,9,4.9,Very useful tools and frameworks provided
F01136,C0169,B01404,2023-12-29,4.0,8,3.9,
F01137,C0169,B01405,2024-02-01,4.3,7,4.2,Trainer was knowledgeable
F01138,C0169,B01406,2024-02-23,4.7,9,4.8,Highly engaging and interactive session
F01139,C0169,B01407,2024-03-17,4.5,10,4.7,
F01140,C0170,B01409,2023-08-29,3.8,7,4.0,"Good course overall, met expectations"
F01141,C0170,B01411,2024-01-27,4.7,10,4.3,
F01142,C0170,B01412,2024-04-06,4.4,8,4.8,"Good course overall, met expectations"
F01143,C0170,B01413,2024-05-30,3.8,8,3.9,
F01144,C0170,B01414,2024-08-20,4.2,8,4.3,"Good course overall, met expectations"
F01145,C0170,B01415,2024-10-25,4.8,10,4.6,"Exceeded expectations, highly recommend"
F01146,C0170,B01416,2024-12-20,4.2,7,4.6,"Useful content, could use more examples"
F01147,C0170,B01417,2025-03-14,3.8,8,3.6,Trainer was knowledgeable
F01148,C0170,B01419,2025-08-04,3.7,8,4.0,"Decent workshop, learned some new things"
F01149,C0171,B01421,2022-08-05,3.5,8,3.7,
F01150,C0171,B01422,2022-10-17,3.7,7,3.9,
F01151,C0171,B01423,2022-12-29,3.8,8,4.0,"Decent workshop, learned some new things"
F01152,C0171,B01424,2023-03-18,4.3,7,4.3,
F01153,C0171,B01427,2023-09-25,3.6,8,3.9,Trainer was knowledgeable
